Title,Rating,Votes,Duration,Genre
204. Last Flamingo of the Red Summer Sunset,8.8,13.0,80,History
206. Pirates & Slaves,5.8,6.0,53,History
208. I am Al Ittihad,4.9,226.0,90,History
"210. Colón ADN, su verdadero origen",6.2,49.0,106,History
211. Sragaal,8.4,19.0,140,History
224. Nebesko,5.2,10.0,73,History
227. Piri Reis: The Incredible Chart,6.8,21.0,138,History
228. Vremya vernutsya,7.6,12.0,100,History
236. C'era una volta il Derby Club,7.4,16.0,90,History
1. I'm Still Here,8.4,96000.0,137,History
2. The Apprentice,7.1,51000.0,122,History
3. William Tell,5.7,1800.0,133,History
4. September 5,7.1,20000.0,95,History
5. Saturday Night,6.9,29000.0,109,History
6. The Count of Monte-Cristo,7.6,32000.0,178,History
7. Queer,6.5,18000.0,137,History
8. The Six Triple Eight,6.7,25000.0,127,History
9. Small Things Like These,6.8,21000.0,98,History
10. The Girl with the Needle,7.5,12000.0,123,History
11. The Return,6.2,7500.0,116,History
12. Reagan,6.2,11000.0,141,History
13. Bonhoeffer: Pastor. Spy. Assassin.,6.3,3400.0,133,History
14. Blitz,6.2,16000.0,120,History
15. Unfrosted,5.5,34000.0,97,History
16. The Devil's Bath,6.6,5900.0,121,History
17. Vermiglio,6.9,3600.0,119,History
18. Joy,7.1,9000.0,115,History
19. The Children's Train,7.4,6700.0,106,History
20. Waves,8.2,1500.0,131,History
21. 11 Rebels,6.2,279.0,155,History
22. Being Maria,6.1,537.0,100,History
23. Escape from Germany,5.3,907.0,97,History
24. Grand Tour,6.5,1400.0,128,History
25. Uprising,6.6,5300.0,126,History
26. Maharaj,6.5,15000.0,131,History
27. Before Dawn,5.4,934.0,101,History
28. Harbin,6.5,499.0,108,History
29. Chhava,8.6,2200.0,51,History
30. Goebbels and the Führer,6.7,1900.0,135,History
31. The New Year That Never Came,8.2,4800.0,138,History
"32. From Hilde, with Love",6.9,788.0,125,History
33. No Chains No Masters,6.4,485.0,98,History
34. Seize Them!,5.1,1200.0,91,History
35. Housewife of the Year,7.9,41.0,81,History
36. In Her Place,6.2,1400.0,96,History
37. Shirley,6.2,3300.0,117,History
38. Golden Kamuy,6.3,2500.0,127,History
39. Harvest,6.1,329.0,131,History
40. Sucha Soorma,6.5,909.0,136,History
41. Shivrayancha Chhava,7.1,405.0,80,History
42. Witches,7.4,1100.0,90,History
43. Bibi Rajni,8.6,708.0,143,History
44. The Flood,6.6,179.0,101,History
45. Razakar: The Silent Genocide of Hyderabad,7.4,5300.0,166,History
46. The Ballad of Davy Crockett,4.6,245.0,96,History
47. Limonov: The Ballad of Eddie,6.0,735.0,138,History
"48. Love, Courage and the Battle of Bushy Run",5.0,173.0,113,History
50. Quisling: The Final Days,7.1,1100.0,146,History
51. Witch,5.1,1400.0,107,History
52. Chandu Champion,7.8,34000.0,142,History
53. The Last Front,5.5,602.0,98,History
54. Louise Violet,6.5,146.0,108,History
55. Intoxicated by Love,8.5,12000.0,118,History
56. Color of Victory,6.1,40000.0,157,History
57. Six Days in August,6.1,119.0,120,History
58. Atatürk II: 1881-1919,8.9,1900.0,141,History
59. Maidaan,7.9,23000.0,181,History
60. The Damned,5.3,797.0,89,History
61. Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.2,651.0,174,History
62. Thangalaan,6.6,6500.0,156,History
63. Einstein and the Bomb,6.2,4000.0,76,History
64. The Commandant's Shadow,7.3,1000.0,103,History
65. The Volunteers: The Battle of Life and Death,6.2,215.0,144,History
66. Gloria!,6.6,959.0,106,History
67. Kingdom 4: Return of the Great General,7.1,1200.0,145,History
68. Battlefield,6.2,640.0,104,History
69. Ka Whawhai Tonu,7.4,170.0,115,History
70. Never Alone,7.2,402.0,85,History
71. The Great Ambition,7.2,675.0,123,History
72. Apollo 13: Survival,7.3,2300.0,98,History
73. Operation Undead,4.6,366.0,110,History
75. Something to Stand for with Mike Rowe,8.7,282.0,96,History
76. Janis Ian: Breaking Silence,8.6,40.0,114,History
77. Unsinkable,5.7,137.0,100,History
78. Simona Kossak,6.1,281.0,100,History
79. Die Ermittlung: Oratorium in 11 Gesängen,7.6,155.0,241,History
80. The Kingdom,7.9,85.0,133,History
81. Meeting with Pol Pot,6.5,353.0,112,History
82. Apocalypse in the Tropics,7.4,84.0,110,History
83. Kupu-Kupu Kertas,7.0,113.0,113,History
84. Conquer: Lahad Datu,6.7,496.0,120,History
85. Ahl Al Kahf,5.2,238.0,120,History
87. Vindication Swim,6.0,201.0,98,History
88. Bushido,6.8,238.0,129,History
89. Landesverräter,5.9,94.0,112,History
90. Lula,5.5,178.0,90,History
91. Kasoombo,8.2,633.0,156,History
92. Red Poppies,4.7,294.0,122,History
93. From Darkness to Light,7.4,160.0,108,History
96. House of Ga'a,3.9,487.0,119,History
97. Sinhabahu,6.4,84.0,112,History
98. Patrice: The Movie,8.3,220.0,102,History
99. Mysteries of the Terracotta Warriors,6.7,1600.0,77,History
"100. Carville: Winning Is Everything, Stupid",7.2,248.0,98,History
103. Ennio Doris - C'è anche domani,5.3,94.0,90,History
104. Bir Cumhuriyet Sarkisi,7.7,373.0,128,History
105. ABBA: Against the Odds,7.4,399.0,90,History
106. Solos en la noche,5.8,92.0,88,History
107. Silver Star,6.9,15.0,102,History
108. The Shadow,6.5,243.0,90,History
109. Bardejov,4.8,176.0,85,History
110. Ae Watan Mere Watan,4.7,1400.0,133,History
112. Obraz,7.6,16.0,95,History
113. Yatra 2,6.3,9700.0,132,History
114. Boat,5.4,1000.0,126,History
115. Death Game,6.3,24.0,88,History
116. Komandir,6.3,513.0,131,History
118. Blood'less' Revolution,6.7,260.0,103,History
120. Sadik Ahmet,7.7,410.0,125,History
121. Quo Vadis,6.6,330.0,90,History
122. Memoir Seorang Guru,7.1,119.0,120,History
123. Aquarius,6.6,21.0,75,History
"124. Zeme, kas dzied",6.4,76.0,150,History
125. Taghiev: Oil,8.9,50.0,120,History
126. Hope of Escape,7.6,40.0,91,History
127. Lisabi: The Uprising,6.4,121.0,107,History
128. Jorge da Capadócia,6.4,128.0,119,History
129. Bach - Ein Weihnachtswunder,6.2,167.0,89,History
130. The Embers,6.7,99.0,162,History
132. Gangs of Godavari,5.0,900.0,165,History
134. Six Nine Five (695),7.0,705.0,137,History
135. Mustafa,6.9,73.0,75,History
136. Cândido,6.3,58.0,99,History
138. Tholos vythos,6.9,21.0,90,History
141. Panjab Files,7.9,17.0,117,History
142. Accident or Conspiracy: Godhra,7.4,777.0,133,History
143. Gadera,5.1,49.0,108,History
144. Powstaniec 1863,5.4,135.0,115,History
146. Hakkenden,5.8,71.0,149,History
147. Chernyy zamok,7.8,17.0,115,History
148. Cinta Dari Timor,5.3,22.0,82,History
150. Le choix du pianiste,5.8,12.0,106,History
151. Ett hjärta är alltid rött,7.1,393.0,103,History
153. Guadalupe: Mother of Humanity,7.2,38.0,102,History
156. Yakamoz,6.5,16.0,96,History
157. Myall Creek Day of Justice,6.4,17.0,78,History
158. All or Nothin',8.0,32.0,95,History
160. Manyunya. Priklyucheniya v derevne,5.9,115.0,84,History
161. Who Killed Lawrence of Arabia?,6.5,32.0,100,History
162. Warrior Awang and Master Tok Gajah,4.6,472.0,118,History
163. Lulu in Turin,8.5,6.0,76,History
164. Atomic People,8.5,101.0,90,History
165. Paul Anka: His Way,7.0,10.0,100,History
167. Ainda Somos os Mesmos,5.8,45.0,90,History
168. Bloodspawn,5.7,9.0,76,History
169. Pol Pot Dancing,7.1,14.0,102,History
171. Drama 1882,9.2,18.0,45,History
173. Manyunya. Priklyucheniya v Moskve,5.6,108.0,87,History
174. Zhi Ci Qing Lv,6.8,47.0,89,History
175. Ray of Hope,7.0,10.0,105,History
177. Village of Death: Oradour-sur-Glane 1944,7.8,14.0,58,History
178. Lafran,8.2,15.0,99,History
181. Ecce Homo Brâncoveanu,7.0,164.0,92,History
184. Operation Star,7.6,23.0,102,History
188. Tayna Chyornoy Ruki,5.7,22.0,84,History
"196. True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",7.1,27.0,90,History
197. North Korea: Dark Secrets,5.7,80.0,79,History
198. The Birth of Korea,5.1,129.0,101,History
201. Wilhelm Gustloff,8.7,8.0,110,History
203. Meet the Roman Emperor with Mary Beard,7.7,41.0,59,History
204. Last Flamingo of the Red Summer Sunset,8.8,13.0,80,History
206. Pirates & Slaves,5.8,6.0,53,History
208. I am Al Ittihad,4.9,226.0,90,History
"210. Colón ADN, su verdadero origen",6.2,49.0,106,History
211. Sragaal,8.4,19.0,140,History
224. Nebesko,5.2,10.0,73,History
227. Piri Reis: The Incredible Chart,6.8,21.0,138,History
228. Vremya vernutsya,7.6,12.0,100,History
236. C'era una volta il Derby Club,7.4,16.0,90,History
260. Churchill's Forgotten War,7.8,10.0,47,History
262. Los indomables,6.5,9.0,106,History
266. Fast Track: Taking on the Speedway,9.5,9.0,35,History
269. Krigsvarsleren,7.4,7.0,55,History
270. Triumf,6.5,9.0,113,History
276. Ek Chilte Jol,9.3,12.0,119,History
277. Die Mutigen 56 - Deutschlands längster Streik,6.6,10.0,90,History
278. Xun zhao tang de zhang,7.8,16.0,93,History
"289. Georges Pompidou, la cruauté du pouvoir",6.2,6.0,104,History
292. The Man Outside,7.4,10.0,70,History
296. The Canal Map of Britain,6.8,10.0,59,History
297. On Moral Grounds,8.4,7.0,74,History
1. I'm Still Here,8.4,96000.0,137,History
2. The Apprentice,7.1,51000.0,122,History
3. William Tell,5.7,1800.0,133,History
4. September 5,7.1,20000.0,95,History
5. Saturday Night,6.9,29000.0,109,History
6. The Count of Monte-Cristo,7.6,32000.0,178,History
7. Queer,6.5,18000.0,137,History
8. The Six Triple Eight,6.7,25000.0,127,History
9. Small Things Like These,6.8,21000.0,98,History
10. The Girl with the Needle,7.5,12000.0,123,History
11. The Return,6.2,7500.0,116,History
12. Reagan,6.2,11000.0,141,History
13. Bonhoeffer: Pastor. Spy. Assassin.,6.3,3400.0,133,History
14. Blitz,6.2,16000.0,120,History
15. Unfrosted,5.5,34000.0,97,History
16. The Devil's Bath,6.6,5900.0,121,History
17. Vermiglio,6.9,3600.0,119,History
18. Joy,7.1,9000.0,115,History
19. The Children's Train,7.4,6700.0,106,History
20. Waves,8.2,1500.0,131,History
21. 11 Rebels,6.2,279.0,155,History
22. Being Maria,6.1,537.0,100,History
23. Escape from Germany,5.3,907.0,97,History
24. Grand Tour,6.5,1400.0,128,History
25. Uprising,6.6,5300.0,126,History
26. Maharaj,6.5,15000.0,131,History
27. Before Dawn,5.4,934.0,101,History
28. Harbin,6.5,499.0,108,History
29. Chhava,8.6,2200.0,51,History
30. Goebbels and the Führer,6.7,1900.0,135,History
31. The New Year That Never Came,8.2,4800.0,138,History
"32. From Hilde, with Love",6.9,788.0,125,History
33. No Chains No Masters,6.4,485.0,98,History
34. Seize Them!,5.1,1200.0,91,History
35. Housewife of the Year,7.9,41.0,81,History
36. In Her Place,6.2,1400.0,96,History
37. Shirley,6.2,3300.0,117,History
38. Golden Kamuy,6.3,2500.0,127,History
39. Harvest,6.1,329.0,131,History
40. Sucha Soorma,6.5,909.0,136,History
41. Shivrayancha Chhava,7.1,405.0,80,History
42. Witches,7.4,1100.0,90,History
43. Bibi Rajni,8.6,708.0,143,History
44. The Flood,6.6,179.0,101,History
45. Razakar: The Silent Genocide of Hyderabad,7.4,5300.0,166,History
46. The Ballad of Davy Crockett,4.6,245.0,96,History
47. Limonov: The Ballad of Eddie,6.0,735.0,138,History
"48. Love, Courage and the Battle of Bushy Run",5.0,173.0,113,History
50. Quisling: The Final Days,7.1,1100.0,146,History
51. Witch,5.1,1400.0,107,History
52. Chandu Champion,7.8,34000.0,142,History
53. The Last Front,5.5,602.0,98,History
54. Louise Violet,6.5,146.0,108,History
55. Intoxicated by Love,8.5,12000.0,118,History
56. Color of Victory,6.1,40000.0,157,History
57. Six Days in August,6.1,119.0,120,History
58. Atatürk II: 1881-1919,8.9,1900.0,141,History
59. Maidaan,7.9,23000.0,181,History
60. The Damned,5.3,797.0,89,History
61. Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.2,651.0,174,History
62. Thangalaan,6.6,6500.0,156,History
63. Einstein and the Bomb,6.2,4000.0,76,History
64. The Commandant's Shadow,7.3,1000.0,103,History
65. The Volunteers: The Battle of Life and Death,6.2,215.0,144,History
66. Gloria!,6.6,959.0,106,History
67. Kingdom 4: Return of the Great General,7.1,1200.0,145,History
68. Battlefield,6.2,640.0,104,History
69. Ka Whawhai Tonu,7.4,170.0,115,History
70. Never Alone,7.2,402.0,85,History
71. The Great Ambition,7.2,675.0,123,History
72. Apollo 13: Survival,7.3,2300.0,98,History
73. Operation Undead,4.6,366.0,110,History
75. Something to Stand for with Mike Rowe,8.7,282.0,96,History
76. Janis Ian: Breaking Silence,8.6,40.0,114,History
77. Unsinkable,5.7,137.0,100,History
78. Simona Kossak,6.1,281.0,100,History
79. Die Ermittlung: Oratorium in 11 Gesängen,7.6,155.0,241,History
80. The Kingdom,7.9,85.0,133,History
81. Meeting with Pol Pot,6.5,353.0,112,History
82. Apocalypse in the Tropics,7.4,84.0,110,History
83. Kupu-Kupu Kertas,7.0,113.0,113,History
84. Conquer: Lahad Datu,6.7,496.0,120,History
85. Ahl Al Kahf,5.2,238.0,120,History
87. Vindication Swim,6.0,201.0,98,History
88. Bushido,6.8,238.0,129,History
89. Landesverräter,5.9,94.0,112,History
90. Lula,5.5,178.0,90,History
91. Kasoombo,8.2,633.0,156,History
92. Red Poppies,4.7,294.0,122,History
93. From Darkness to Light,7.4,160.0,108,History
96. House of Ga'a,3.9,487.0,119,History
97. Sinhabahu,6.4,84.0,112,History
98. Patrice: The Movie,8.3,220.0,102,History
99. Mysteries of the Terracotta Warriors,6.7,1600.0,77,History
"100. Carville: Winning Is Everything, Stupid",7.2,248.0,98,History
103. Ennio Doris - C'è anche domani,5.3,94.0,90,History
104. Bir Cumhuriyet Sarkisi,7.7,373.0,128,History
105. ABBA: Against the Odds,7.4,399.0,90,History
106. Solos en la noche,5.8,92.0,88,History
107. Silver Star,6.9,15.0,102,History
108. The Shadow,6.5,243.0,90,History
109. Bardejov,4.8,176.0,85,History
110. Ae Watan Mere Watan,4.7,1400.0,133,History
112. Obraz,7.6,16.0,95,History
113. Yatra 2,6.3,9700.0,132,History
114. Boat,5.4,1000.0,126,History
115. Death Game,6.3,24.0,88,History
116. Komandir,6.3,513.0,131,History
118. Blood'less' Revolution,6.7,260.0,103,History
120. Sadik Ahmet,7.7,410.0,125,History
121. Quo Vadis,6.6,330.0,90,History
122. Memoir Seorang Guru,7.1,119.0,120,History
123. Aquarius,6.6,21.0,75,History
"124. Zeme, kas dzied",6.4,76.0,150,History
125. Taghiev: Oil,8.9,50.0,120,History
126. Hope of Escape,7.6,40.0,91,History
127. Lisabi: The Uprising,6.4,121.0,107,History
128. Jorge da Capadócia,6.4,128.0,119,History
129. Bach - Ein Weihnachtswunder,6.2,167.0,89,History
130. The Embers,6.7,99.0,162,History
132. Gangs of Godavari,5.0,900.0,165,History
134. Six Nine Five (695),7.0,705.0,137,History
135. Mustafa,6.9,73.0,75,History
136. Cândido,6.3,58.0,99,History
138. Tholos vythos,6.9,21.0,90,History
141. Panjab Files,7.9,17.0,117,History
142. Accident or Conspiracy: Godhra,7.4,777.0,133,History
143. Gadera,5.1,49.0,108,History
144. Powstaniec 1863,5.4,135.0,115,History
146. Hakkenden,5.8,71.0,149,History
147. Chernyy zamok,7.8,17.0,115,History
148. Cinta Dari Timor,5.3,22.0,82,History
150. Le choix du pianiste,5.8,12.0,106,History
151. Ett hjärta är alltid rött,7.1,393.0,103,History
153. Guadalupe: Mother of Humanity,7.2,38.0,102,History
156. Yakamoz,6.5,16.0,96,History
157. Myall Creek Day of Justice,6.4,17.0,78,History
158. All or Nothin',8.0,32.0,95,History
160. Manyunya. Priklyucheniya v derevne,5.9,115.0,84,History
161. Who Killed Lawrence of Arabia?,6.5,32.0,100,History
162. Warrior Awang and Master Tok Gajah,4.6,472.0,118,History
163. Lulu in Turin,8.5,6.0,76,History
164. Atomic People,8.5,101.0,90,History
165. Paul Anka: His Way,7.0,10.0,100,History
167. Ainda Somos os Mesmos,5.8,45.0,90,History
168. Bloodspawn,5.7,9.0,76,History
169. Pol Pot Dancing,7.1,14.0,102,History
171. Drama 1882,9.2,18.0,45,History
173. Manyunya. Priklyucheniya v Moskve,5.6,108.0,87,History
174. Zhi Ci Qing Lv,6.8,47.0,89,History
175. Ray of Hope,7.0,10.0,105,History
177. Village of Death: Oradour-sur-Glane 1944,7.8,14.0,58,History
178. Lafran,8.2,15.0,99,History
181. Ecce Homo Brâncoveanu,7.0,164.0,92,History
184. Operation Star,7.6,23.0,102,History
188. Tayna Chyornoy Ruki,5.7,22.0,84,History
"196. True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",7.1,27.0,90,History
197. North Korea: Dark Secrets,5.7,80.0,79,History
198. The Birth of Korea,5.1,129.0,101,History
201. Wilhelm Gustloff,8.7,8.0,110,History
203. Meet the Roman Emperor with Mary Beard,7.7,41.0,59,History
204. Last Flamingo of the Red Summer Sunset,8.8,13.0,80,History
206. Pirates & Slaves,5.8,6.0,53,History
208. I am Al Ittihad,4.9,226.0,90,History
"210. Colón ADN, su verdadero origen",6.2,49.0,106,History
211. Sragaal,8.4,19.0,140,History
224. Nebesko,5.2,10.0,73,History
227. Piri Reis: The Incredible Chart,6.8,21.0,138,History
228. Vremya vernutsya,7.6,12.0,100,History
236. C'era una volta il Derby Club,7.4,16.0,90,History
260. Churchill's Forgotten War,7.8,10.0,47,History
262. Los indomables,6.5,9.0,106,History
266. Fast Track: Taking on the Speedway,9.5,9.0,35,History
269. Krigsvarsleren,7.4,7.0,55,History
270. Triumf,6.5,9.0,113,History
276. Ek Chilte Jol,9.3,12.0,119,History
277. Die Mutigen 56 - Deutschlands längster Streik,6.6,10.0,90,History
278. Xun zhao tang de zhang,7.8,16.0,93,History
"289. Georges Pompidou, la cruauté du pouvoir",6.2,6.0,104,History
292. The Man Outside,7.4,10.0,70,History
296. The Canal Map of Britain,6.8,10.0,59,History
297. On Moral Grounds,8.4,7.0,74,History
1. Moana 2,6.7,89000.0,100,Musical
2. Wicked,7.5,144000.0,160,Musical
3. Emilia Pérez,5.4,85000.0,132,Musical
4. Mufasa: The Lion King,6.6,48000.0,118,Musical
5. Better Man,7.6,23000.0,135,Musical
6. Joker: Folie à Deux,5.2,157000.0,138,Musical
7. Spermageddon,5.8,622.0,80,Musical
8. Mean Girls,5.5,37000.0,112,Musical
9. Descendants: The Rise of Red,4.7,6900.0,91,Musical
10. Spellbound,5.7,6400.0,109,Musical
11. The End,5.5,1600.0,148,Musical
12. Piece by Piece,6.9,5100.0,93,Musical
13. The Merry Gentlemen,4.8,10000.0,87,Musical
14. Thelma the Unicorn,5.7,2900.0,93,Musical
15. This Is Me... Now,4.1,7100.0,65,Musical
16. How Could I Live Without You?,6.9,934.0,105,Musical
17. The Deb,7.7,68.0,121,Musical
18. The Night Before Christmas in Wonderland,6.3,509.0,80,Musical
19. Girl from the North Country,7.0,12.0,152,Musical
20. Victory,6.4,230.0,120,Musical
21. O Melhor Amigo,7.6,35.0,96,Musical
22. Chainsaws Were Singing,7.2,344.0,117,Musical
23. Fox & Hare Save the Forest,5.9,193.0,71,Musical
24. Noah's Ark,4.3,625.0,96,Musical
25. Dans la cuisine des Nguyen,7.3,63.0,99,Musical
26. Polvo serán,6.7,281.0,106,Musical
27. Gaga Chromatica Ball,8.1,2000.0,117,Musical
28. Bonnie and Clyde: The Musical,7.6,84.0,150,Musical
29. The Opera!,7.2,46.0,106,Musical
30. Queens of Drama,6.3,177.0,114,Musical
31. Shannon Matthews the Musical the Movie,8.0,176.0,91,Musical
32. Varshangalkku Shesham,6.6,4100.0,166,Musical
33. Amaltash,8.1,145.0,113,Musical
34. Captain Avispa,5.8,172.0,96,Musical
36. First Nights at Freddy's,9.3,15.0,98,Musical
37. Dongeng Sang Kancil,8.3,80.0,99,Musical
38. Eating Me Up,8.6,290.0,104,Musical
39. Kajolrekha,6.3,170.0,156,Musical
42. Sisters and Neighbors!,6.5,182.0,105,Musical
43. Carol,8.3,47.0,115,Musical
44. Petta Rap,4.2,1700.0,123,Musical
"45. Kiss Me, Kate: The Musical",7.7,26.0,161,Musical
46. Isang himala,7.5,23.0,145,Musical
47. Heart Strings,6.4,9.0,107,Musical
49. Pattaapakal,2.6,220.0,104,Musical
51. KorimDick,8.6,7.0,21,Musical
52. The Good Loan Sharks,5.0,75.0,122,Musical
56. Benjamin Bat,8.1,28.0,75,Musical
57. Krispy Rishtey,6.6,69.0,133,Musical
58. Trapezium,6.4,137.0,102,Musical
60. My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,7.9,55.0,0,Musical
61. Call Me Agnes,7.2,12.0,94,Musical
63. Shahid,6.5,81.0,84,Musical
65. Hov1 4-ever,6.4,73.0,92,Musical
66. Keo=peul-ji-ok,5.3,6.0,94,Musical
75. Zhi Ci Qing Lv,6.8,47.0,89,Musical
77. Under Streetlights,9.8,13.0,90,Musical
80. Mezhdu nami leto,5.8,53.0,113,Musical
82. Ya Boy Kongming! Road to Summer Sonia,7.5,38.0,119,Musical
89. Solo Town,6.4,24.0,103,Musical
1. Moana 2,6.7,89000.0,100,Musical
2. Wicked,7.5,144000.0,160,Musical
3. Emilia Pérez,5.4,85000.0,132,Musical
4. Mufasa: The Lion King,6.6,48000.0,118,Musical
5. Better Man,7.6,23000.0,135,Musical
6. Joker: Folie à Deux,5.2,157000.0,138,Musical
7. Spermageddon,5.8,622.0,80,Musical
8. Mean Girls,5.5,37000.0,112,Musical
9. Descendants: The Rise of Red,4.7,6900.0,91,Musical
10. Spellbound,5.7,6400.0,109,Musical
11. The End,5.5,1600.0,148,Musical
12. Piece by Piece,6.9,5100.0,93,Musical
13. The Merry Gentlemen,4.8,10000.0,87,Musical
14. Thelma the Unicorn,5.7,2900.0,93,Musical
15. This Is Me... Now,4.1,7100.0,65,Musical
16. How Could I Live Without You?,6.9,934.0,105,Musical
17. The Deb,7.7,68.0,121,Musical
18. The Night Before Christmas in Wonderland,6.3,509.0,80,Musical
19. Girl from the North Country,7.0,12.0,152,Musical
20. Victory,6.4,230.0,120,Musical
21. O Melhor Amigo,7.6,35.0,96,Musical
22. Chainsaws Were Singing,7.2,344.0,117,Musical
23. Fox & Hare Save the Forest,5.9,193.0,71,Musical
24. Noah's Ark,4.3,625.0,96,Musical
25. Dans la cuisine des Nguyen,7.3,63.0,99,Musical
26. Polvo serán,6.7,281.0,106,Musical
27. Gaga Chromatica Ball,8.1,2000.0,117,Musical
28. Bonnie and Clyde: The Musical,7.6,84.0,150,Musical
29. The Opera!,7.2,46.0,106,Musical
30. Queens of Drama,6.3,177.0,114,Musical
31. Shannon Matthews the Musical the Movie,8.0,176.0,91,Musical
32. Varshangalkku Shesham,6.6,4100.0,166,Musical
33. Amaltash,8.1,145.0,113,Musical
34. Captain Avispa,5.8,172.0,96,Musical
36. First Nights at Freddy's,9.3,15.0,98,Musical
37. Dongeng Sang Kancil,8.3,80.0,99,Musical
38. Eating Me Up,8.6,290.0,104,Musical
39. Kajolrekha,6.3,170.0,156,Musical
42. Sisters and Neighbors!,6.5,182.0,105,Musical
43. Carol,8.3,47.0,115,Musical
44. Petta Rap,4.2,1700.0,123,Musical
"45. Kiss Me, Kate: The Musical",7.7,26.0,161,Musical
46. Isang himala,7.5,23.0,145,Musical
47. Heart Strings,6.4,9.0,107,Musical
49. Pattaapakal,2.6,220.0,104,Musical
51. KorimDick,8.6,7.0,21,Musical
52. The Good Loan Sharks,5.0,75.0,122,Musical
56. Benjamin Bat,8.1,28.0,75,Musical
57. Krispy Rishtey,6.6,69.0,133,Musical
58. Trapezium,6.4,137.0,102,Musical
60. My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,7.9,55.0,0,Musical
61. Call Me Agnes,7.2,12.0,94,Musical
63. Shahid,6.5,81.0,84,Musical
65. Hov1 4-ever,6.4,73.0,92,Musical
66. Keo=peul-ji-ok,5.3,6.0,94,Musical
75. Zhi Ci Qing Lv,6.8,47.0,89,Musical
77. Under Streetlights,9.8,13.0,90,Musical
80. Mezhdu nami leto,5.8,53.0,113,Musical
82. Ya Boy Kongming! Road to Summer Sonia,7.5,38.0,119,Musical
89. Solo Town,6.4,24.0,103,Musical
"102. Bryson, the Demon Slayer",4.5,12.0,59,Musical
103. Peaceful Lights,9.8,17.0,86,Musical
106. El musical de los 80s y los 90s. La película,6.1,8.0,80,Musical
130. The Clashing Elements: Saviors of the Multiverse,6.6,7.0,91,Musical
132. Iyus Jenius,9.0,7.0,82,Musical
136. Rangde,8.6,6.0,143,Musical
1. Moana 2,6.7,89000.0,100,Musical
2. Wicked,7.5,144000.0,160,Musical
3. Emilia Pérez,5.4,85000.0,132,Musical
4. Mufasa: The Lion King,6.6,48000.0,118,Musical
5. Better Man,7.6,23000.0,135,Musical
6. Joker: Folie à Deux,5.2,157000.0,138,Musical
7. Spermageddon,5.8,622.0,80,Musical
8. Mean Girls,5.5,37000.0,112,Musical
9. Descendants: The Rise of Red,4.7,6900.0,91,Musical
10. Spellbound,5.7,6400.0,109,Musical
11. The End,5.5,1600.0,148,Musical
12. Piece by Piece,6.9,5100.0,93,Musical
13. The Merry Gentlemen,4.8,10000.0,87,Musical
14. Thelma the Unicorn,5.7,2900.0,93,Musical
15. This Is Me... Now,4.1,7100.0,65,Musical
16. How Could I Live Without You?,6.9,934.0,105,Musical
17. The Deb,7.7,68.0,121,Musical
18. The Night Before Christmas in Wonderland,6.3,509.0,80,Musical
19. Girl from the North Country,7.0,12.0,152,Musical
20. Victory,6.4,230.0,120,Musical
21. O Melhor Amigo,7.6,35.0,96,Musical
22. Chainsaws Were Singing,7.2,344.0,117,Musical
23. Fox & Hare Save the Forest,5.9,193.0,71,Musical
24. Noah's Ark,4.3,625.0,96,Musical
25. Dans la cuisine des Nguyen,7.3,63.0,99,Musical
26. Polvo serán,6.7,281.0,106,Musical
27. Gaga Chromatica Ball,8.1,2000.0,117,Musical
28. Bonnie and Clyde: The Musical,7.6,84.0,150,Musical
29. The Opera!,7.2,46.0,106,Musical
30. Queens of Drama,6.3,177.0,114,Musical
31. Shannon Matthews the Musical the Movie,8.0,176.0,91,Musical
32. Varshangalkku Shesham,6.6,4100.0,166,Musical
33. Amaltash,8.1,145.0,113,Musical
34. Captain Avispa,5.8,172.0,96,Musical
36. First Nights at Freddy's,9.3,15.0,98,Musical
37. Dongeng Sang Kancil,8.3,80.0,99,Musical
38. Eating Me Up,8.6,290.0,104,Musical
39. Kajolrekha,6.3,170.0,156,Musical
42. Sisters and Neighbors!,6.5,182.0,105,Musical
43. Carol,8.3,47.0,115,Musical
44. Petta Rap,4.2,1700.0,123,Musical
"45. Kiss Me, Kate: The Musical",7.7,26.0,161,Musical
46. Isang himala,7.5,23.0,145,Musical
47. Heart Strings,6.4,9.0,107,Musical
49. Pattaapakal,2.6,220.0,104,Musical
51. KorimDick,8.6,7.0,21,Musical
52. The Good Loan Sharks,5.0,75.0,122,Musical
56. Benjamin Bat,8.1,28.0,75,Musical
57. Krispy Rishtey,6.6,69.0,133,Musical
58. Trapezium,6.4,137.0,102,Musical
60. My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,7.9,55.0,0,Musical
61. Call Me Agnes,7.2,12.0,94,Musical
63. Shahid,6.5,81.0,84,Musical
65. Hov1 4-ever,6.4,73.0,92,Musical
66. Keo=peul-ji-ok,5.3,6.0,94,Musical
75. Zhi Ci Qing Lv,6.8,47.0,89,Musical
